-6.039946737683089, -1.7499834108232208
-5.816245006657789, -1.7500763102131818
-5.59254327563249, -1.740202432194504
-5.368841544607191, -1.7236840359034022
-5.14513981358189, -1.7005211213398745
-4.942743009320906, -1.6673825818067607
-4.782956058588548, -1.6209373106068983
-4.5912117177097205, -1.5678607924760335
-4.474034620505992, -1.5114310487456364
-4.37816245006658, -1.4682814939991413
-4.271637816245006, -1.4085250673520573
-4.1225033288948065, -1.3354972992820202
-4.015978695073235, -1.2524850586814475
-3.866844207723037, -1.156201476657922
-3.7603195739014637, -1.0765114951935622
-3.6324900133155786, -0.9768968064728751
-3.4940079893475366, -0.8673197641240246
-3.3874833555259647, -0.7776630052510272
-3.249001331557921, -0.6614414446297514
-3.1211717709720364, -0.5585044967728517
-2.993342210386151, -0.4555675489159523
-2.8548601864181102, -0.3592795431119522
-2.7270306258322243, -0.2596648543912654
-2.6205059920106533, -0.18329713206311804
-2.492676431424764, -0.09364922075106907
-2.3648468708388837, -0.023934864256296207
-2.215712383488681, 0.06238194035859235
-2.055925432756324, 0.16198335773785577
-1.9174434087882812, 0.24830458613321826
-1.8215712383488658, 0.32135447310562704
-1.7150466045272967, 0.4076889728424118
