-1.5379310344827575, 1.1808219178082187
-1.662068965517241, 1.6630136986301363
-1.8068965517241375, 2.0849315068493137
-1.9517241379310342, 2.597260273972603
-2.096551724137931, 3.169863013698629
-2.3034482758620687, 3.742465753424657
-2.4482758620689653, 4.134246575342464
-2.572413793103448, 4.526027397260274
-2.7172413793103445, 4.7972602739726025
-2.9034482758620683, 5.068493150684931
-3.068965517241379, 5.21917808219178
-3.255172413793103, 5.36986301369863
-3.482758620689655, 5.520547945205479
-3.772413793103448, 5.7013698630136975
-4.020689655172413, 5.912328767123286
-4.248275862068965, 6.183561643835615
-4.455172413793104, 6.454794520547944
-4.662068965517241, 6.9369863013698625
-4.889655172413794, 7.41917808219178
-5.0551724137931044, 7.961643835616438
-5.241379310344828, 8.504109589041095
-5.489655172413793, 9.347945205479451
-5.675862068965517, 10.282191780821918
-6.027586206896552, 11.84931506849315
